"","shapeName","shapeGroup","shapeType","shapeISO","shapeID","shapeCanonical","total_area_km2","water_percentage_2018","tree_percentage_2018","flooded_vegetation_percentage_2018","crops_percentage_2018","built_area_percentage_2018","bare_ground_percentage_2018","snow_ice_percentage_2018","clouds_percentage_2018","rangeland_percentage_2018","water_percentage_2019","tree_percentage_2019","flooded_vegetation_percentage_2019","crops_percentage_2019","built_area_percentage_2019","bare_ground_percentage_2019","snow_ice_percentage_2019","clouds_percentage_2019","rangeland_percentage_2019","water_percentage_2020","tree_percentage_2020","flooded_vegetation_percentage_2020","crops_percentage_2020","built_area_percentage_2020","bare_ground_percentage_2020","snow_ice_percentage_2020","clouds_percentage_2020","rangeland_percentage_2020","water_percentage_2021","tree_percentage_2021","flooded_vegetation_percentage_2021","crops_percentage_2021","built_area_percentage_2021","bare_ground_percentage_2021","snow_ice_percentage_2021","clouds_percentage_2021","rangeland_percentage_2021","water_percentage_2022","tree_percentage_2022","flooded_vegetation_percentage_2022","crops_percentage_2022","built_area_percentage_2022","bare_ground_percentage_2022","snow_ice_percentage_2022","clouds_percentage_2022","rangeland_percentage_2022","water_percentage_2023","tree_percentage_2023","flooded_vegetation_percentage_2023","crops_percentage_2023","built_area_percentage_2023","bare_ground_percentage_2023","snow_ice_percentage_2023","clouds_percentage_2023","rangeland_percentage_2023","total_mine_cover_km2","mine_cover_of_state_percentage","burned_area_2018","burned_area_2019","burned_area_2020","burned_area_2021","burned_area_2022","burned_area_2023","CO2_total_2018","CO2_total_2019","CO2_total_2020","CO2_total_2021","CO2_total_2022","CO2_total_2023","CO_total_2018","CO_total_2019","CO_total_2020","CO_total_2021","CO_total_2022","CO_total_2023","TPM_total_2018","TPM_total_2019","TPM_total_2020","TPM_total_2021","TPM_total_2022","TPM_total_2023","PM25_total_2018","PM25_total_2019","PM25_total_2020","PM25_total_2021","PM25_total_2022","PM25_total_2023","TPC_total_2018","TPC_total_2019","TPC_total_2020","TPC_total_2021","TPC_total_2022","TPC_total_2023","NMHC_total_2018","NMHC_total_2019","NMHC_total_2020","NMHC_total_2021","NMHC_total_2022","NMHC_total_2023","OC_total_2018","OC_total_2019","OC_total_2020","OC_total_2021","OC_total_2022","OC_total_2023","CH4_total_2018","CH4_total_2019","CH4_total_2020","CH4_total_2021","CH4_total_2022","CH4_total_2023","SO2_total_2018","SO2_total_2019","SO2_total_2020","SO2_total_2021","SO2_total_2022","SO2_total_2023","BC_total_2018","BC_total_2019","BC_total_2020","BC_total_2021","BC_total_2022","BC_total_2023"
"11","Berlin","DEU","ADM1","DE-BE","10402087B20892132820961","Länder",890.27909523082,3.97544161157859,18.4145922240207,0.00163948256929599,2.84631703700618,61.8809154651376,0.00082267397293638,0,0,1.48376277449945,3.99836043997471,18.4653639047678,0,2.88800278260005,62.0729105148067,0.00575843423593362,0,0,1.41592815197015,3.98521049592492,18.5086303944754,0,2.80880083811375,61.921784673075,0.000274199844747087,0,0,1.44279651801523,3.96120367451533,19.1571432467925,0,2.69064333526063,61.3724790401302,0,0,0,1.40088331387028,3.97766081542425,18.2482378442527,0,2.76647925666716,62.3093045305154,0.00301135381370465,0,0,1.4884508508459,3.96395205568841,19.3241675870021,0.000274497512067238,2.62639587115493,61.5911983234594,0.0021900309872471,0,0,1.28163945398383,0,0,0,0,0,0,0,0,1851.407,280.33,468.243,66.447,1520.249,211.416,113.706,17.217,28.757,2.483,93.367,12.034,15.91,2.409,4.023,0.335,13.064,1.677,9.245,1.4,2.339,0.283,7.591,1.026,5.658,0.856,1.431,0.118,4.646,0.595,10.993,1.664,2.78,0.133,9.027,1.101,4.866,0.737,1.231,0.103,3.996,0.513,5.986,0.906,1.513,0.076,4.915,0.602,0.674,0.102,0.171,0.019,0.553,0.074,0.791,0.12,0.201,0.015,0.65,0.082
"12","Bern","CHE","ADM1","CH-BE","70761945B78940680080703","Canton",5955.79567278287,2.11122147808394,27.1718357530229,0.00565162456931758,16.3973479566635,3.63319269857249,2.10353218299047,3.28641463564532,0,18.6204849249074,2.10293560034577,26.6982631792647,0.00569862476855916,16.4766532847537,3.57309551751816,1.11884591326578,4.85797412407096,0,16.3485501920358,2.10353995114644,25.7962784504181,0.00627596771104975,16.1491826507498,3.58635325139713,1.20619507411427,4.7046450396252,0,18.2961565195928,2.09436505128861,27.1417685480929,0.00521991312298765,16.2499636442375,3.49807200731078,0.933540751358368,5.30003213215301,0.000138841357576373,15.5744534998875,2.10447044112817,25.3359659270286,0.00483993442023984,15.4439159896803,3.70997426345178,2.13195931336852,3.12919709618158,0,19.6532781804805,2.1008820213017,26.5738394396747,0.00472315082596716,15.6238596695619,3.63642995284056,2.49473539094319,2.59498838585373,0,18.5782511807624,0,0,0,0,0,0,0,0,4275.844,581.361,27.194,3720.428,5163.65,5986.994,205.841,28.29,1.453,178.037,243.814,284.043,28.351,4.158,0.291,23.345,31.516,37.046,19.596,2.918,0.213,15.916,21.614,25.391,10.044,1.658,0.167,7.435,9.718,11.666,16.133,2.28,0.139,13.698,18.42,21.62,8.693,1.477,0.159,6.248,8.092,9.773,8.911,1.198,0.055,7.84,10.658,12.426,1.368,0.213,0.018,1.069,1.434,1.697,1.336,0.18,0.008,1.174,1.607,1.87
"13","Borsod-Abaúj-Zemplén","HUN","ADM1","HU-BZ","22733592B38895068362950","County",7155.5294260435,0.353460545670642,31.6511873795305,0.0381104943141084,44.0019044686564,4.6778040876679,0.00747639721190008,0,0,5.78712910001219,0.34933272646752,31.803426710456,0.11367225318117,44.1615353532775,4.66175274523936,0.00515501419762906,0,0,5.72033531456177,0.369285155868575,30.7596443189498,0.174076052747087,44.9266709730131,4.72389167681589,0.00515467383890793,0,0,5.78879510334938,0.353376764713149,31.3738878414297,0.101230206073566,43.7354258341268,4.62900962741983,0.00451971023498735,0,0,5.409553502574,0.342476163078292,30.9359303012067,0.0936610976742673,44.8817921504344,4.80869556610219,0.00448396511687864,0,0,4.62391357084328,0.344939980956186,32.5738683194044,0.0350836311586756,42.7668014253982,4.62254217261634,0.00396004107508976,0,0,5.32513625578001,27.0926120299094,0.378624831284156,21.466,64.398,85.864,42.932,1180.623,42.932,44869.396,24388.453,33716.561,20532.379,175678.097,7532.786,2730.687,1487.25,2041.601,1228.763,10556.869,454.064,352.7,204.72,288.51,177.645,1423.179,62.9,195.787,118.36,170.377,107.167,820.995,36.819,104.577,70.448,104.784,67.418,468.77,21.96,258.211,142.621,195.892,117.506,997.845,43.253,85.095,60.051,90.666,59.015,394.705,18.801,147.373,78.438,106.014,62.676,555.832,23.699,13.312,8.513,12.491,7.971,57.939,2.659,19.458,10.392,14.112,8.4,73.977,3.155
"14","Brandenburg","DEU","ADM1","DE-BB","10402087B40185768535592","Länder",29603.1063266657,1.78743750772723,34.0355578119522,0.078469473291314,40.913263955766,4.92209377720443,0.0270005628965815,0,0,2.77554588639788,1.81703336974946,34.1134631063546,0.107163375208383,41.0939083446282,4.95466423762436,0.0185090173689261,0,0,2.71617621546483,1.80889627295715,34.0070633317164,0.109217334120868,41.1040999196861,4.94720838185411,0.0147985429526667,0,0,2.68127912883651,1.8129436495481,34.5193394717001,0.0945162086283636,40.0621918933407,4.8176012328344,0.0123114946327324,0,3.33970636735809e-05,3.15445733809058,1.82310733727745,34.0737357647124,0.0944772524489309,40.5886048434169,5.00274256618673,0.0115163126509043,0,0,2.95463049334675,1.82696399355317,35.0237772367639,0.0964623493779067,40.1012980032448,4.96368761636203,0.0107147716179344,0,3.33970636735809e-05,2.7663859332401,213.156413950817,0.72004745799634,515.181,0,0,0,944.5,107.329,67121.014,73163.249,26081.95,22092.356,134454.313,72641.659,3596.11,4340.716,1502.089,1313.75,7341.354,4173.254,562.012,616.23,213.791,182.43,1074.885,529.193,378.299,370.147,131.317,108.005,694.864,304.399,244.51,226.251,79.113,64.099,420.878,150.552,321.692,410.972,139.231,124.01,656.753,376.916,221.327,196.428,68.874,54.997,372.044,121.004,161.799,221.78,75.012,67.858,346.96,217.955,29.051,27.149,9.611,7.795,51.46,20.204,23.091,29.793,10.215,9.09,48.639,29.446
"15","Bremen","DEU","ADM1","DE-HB","10402087B44391416804171","Länder",419.464708221384,7.95503585913678,3.55891668660273,0.0994736214360049,13.8126161272941,46.9171576850053,0.0171761371799264,0,0,7.74020343428012,8.16421033140616,3.5316369142528,0.0415977311645078,17.8057498470032,46.5084488647103,0.0165515873881364,0,0,4.15585348412087,8.01286800744042,3.56590276789788,0.0701047093662877,15.1872082029822,46.6752175940868,0.0188597694763306,0,0,6.05442035485851,8.15633339344425,3.71799929917366,0.0672128597113127,15.0006726348826,46.2477729712594,0.00343471794440694,0,0,6.57385859594973,7.97811123568507,3.48179478002957,0.0552523878587181,12.7314400404419,47.3091772921243,0.00228588918923452,0,0,8.32706304977264,8.04513832963009,3.47064663296035,0.0986989831858573,14.0636472960216,46.9249294575138,0.00284265086728257,0,0,6.17639694537119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Burgenland","AUT","ADM1","AT-1","97560089B12055607938436","Bundesländer",3962.9898532626,3.2630658320087,28.4818707580955,1.33430622459763,44.1466842136326,4.79728440241517,0.0348948225863254,0,0,1.67507269441939,3.25998851789255,28.0986839969196,1.34361509712528,44.4788204014976,4.95511726626316,0.0310151345183988,0,0,2.03674158911877,3.25261560321853,27.799731989946,1.22193962537761,44.4210860378041,4.95444687086545,0.0293122432822546,0,0,2.26678625661272,3.24128578288752,28.0923393542505,1.13398613323084,44.2139758140499,5.01908472396575,0.0259844574149986,0,0,2.06241885290313,3.24368661411291,27.5743402780884,0.753016338810813,44.572455008962,5.23846763796297,0.0229291299848229,0,0,2.39968130629515,3.22784659792536,28.3995976002666,0.885254678018962,43.859573998861,5.05772531297589,0.014434310676665,0,0,2.27774087879206,0,0,0,0,0,0,0,0,3755.213,1519.994,4212.238,5764.272,9415.645,13563.523,199.175,83.026,234.41,315.702,521.83,720.998,24.999,10.367,40.6,39.401,64.993,90.458,15.308,6.17,27.82,23.386,38.133,55.275,6.997,2.846,20.131,10.795,17.668,25.285,16.797,7.175,22.186,27.346,45.631,60.918,5.612,2.262,18.674,8.575,13.983,20.261,9.82,4.199,10.291,16.004,26.717,35.617,0.998,0.4,2.259,1.52,2.477,3.605,1.377,0.58,1.456,2.207,3.665,4.99
"17","Csongrád-Csanád","HUN","ADM1","HU-CS","22733592B44371380589399","County",3956.96979079077,0.906427471421899,6.09063262679683,0.0207634540848234,72.61948873117,5.19160365543853,0.00013976825754927,0,0,2.99571409780801,0.937293549325882,5.60294608671433,0.0142810676079337,72.3085855072205,5.19566518107636,0.00418080599568076,0,0,3.35684742483254,0.951704102134045,5.70335836998101,0.0221147611605479,72.8850169831468,5.23554694291372,0.00557354633643725,0,0,3.10132496576183,0.876253395274038,5.75575582315582,0.0265700410806011,73.0140951453302,5.32553641306578,0.00285660655080617,0,0,2.92895543329544,0.88152559583003,5.11266803164401,0.0138592631093546,73.585041179029,5.362378329525,0.00473735423355444,0,0,2.81349688822194,0.901110617697963,6.54809540252902,0.0172020016866495,70.9011210533103,5.41325395075704,0.00383185700400434,0,0,3.00206303356499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Fejér","HUN","ADM1","HU-FE","22733592B12094485051524","County",4499.6292022079,0.988238257677334,10.9681167910995,0.28697847799024,66.5475517604822,5.73913896850622,0.0150339868458745,0,0,2.43645835327685,0.969938085379772,10.681566637452,0.269976942036803,66.3993357331937,5.77700181880658,0.0149738882859699,0,0,2.64817712764529,0.976987827007603,10.5525112787348,0.281427065709007,66.8051334815263,5.91382335149398,0.0143089084222602,0,0,2.3430607096142,1.0263081830365,10.7255841998131,0.215900174812563,67.0367719670241,6.00678750365414,0.0141302391538798,0,0,2.23358935288005,0.996157260624015,10.5221129503689,0.196430462772391,67.5148616449022,6.03590245803347,0.0140663769402122,0,0,1.8893968849468,0.979720066498402,11.2530662425405,0.226766604381439,65.7837873134281,6.04411871004698,0.0145561313968603,0,0,2.42284398104892,18.0803048419426,0.401817658666509,0,0,729.839,42.932,0,193.193,3382.018,721.542,4342.943,662.261,3239.311,469.064,213.38,45.437,276.681,41.515,197.363,29.651,26.018,5.542,33.688,5.067,24.198,3.614,13.405,2.861,17.184,2.628,12.918,1.859,6.486,1.384,8.341,1.268,6.174,0.9,20.456,4.351,26.687,3.963,18.494,2.846,4.924,1.051,6.313,0.965,4.743,0.683,12.02,2.557,15.685,2.329,10.858,1.672,0.859,0.184,1.1,0.168,0.831,0.119,1.561,0.332,2.028,0.303,1.428,0.217
"19","Fribourg","CHE","ADM1","CH-FR","70761945B87604960987122","Canton",1671.70611381184,4.70213577889884,20.7334989313538,0.00306720685759349,32.6401254719559,4.56288601122292,0.052274580313588,0,0,10.1630051286413,4.69655951272995,19.7009305199576,0.00863922898760818,33.1641643329929,4.50762989503481,0.0425763437629113,0.0514011414942828,0,9.75883792272572,4.69949223328104,19.0701616698837,0.00919132638131036,33.905120815503,4.49722673727964,0.0427472626027937,0.0583479756403026,0,10.5004205223195,4.67880941427157,19.6830983946659,0.002465867206812,33.8126382487618,4.42946338956732,0.0383019503277865,0.23323229484835,0,8.73056040296804,4.68817843622632,19.3541104573243,0.00459836949069953,31.599653640174,4.71034924218326,0.0389704350507034,0.00263753914313975,0,11.1814089728979,4.67626379025689,20.0732812545129,0.00270878697983891,32.012482346963,4.70057966630467,0.0321874600395263,0.000164956839746469,0,10.0918921648465,0,0,0,0,0,0,21.466,107.33,108.387,686.078,408.594,0,63.75,0,4.92,43.575,24.705,0,2.894,0,0.636,5.308,3.033,0,0.374,0,0.451,2.716,1.631,0,0.265,0,0.198,1.317,0.777,0,0.116,0,0.355,4.195,2.303,0,0.209,0,0.165,0.998,0.599,0,0.097,0,0.206,2.465,1.352,0,0.121,0,0.03,0.174,0.105,0,0.018,0,0.032,0.319,0.178,0,0.019,0
"20","Genève","CHE","ADM1","CH-GE","70761945B83881285484717","Canton",282.35878384423,12.8815427600514,6.35713677544779,0,26.468107494083,28.0290751705312,0.00981950748769608,0,0,0.514774630563299,12.8550119210538,5.99956446913478,0,26.873172577594,28.0854863002549,0,0,0,0.44110284399671,12.8255369562294,6.0757719097028,0.000982919110806238,26.3492521990364,27.9484645561721,0,0,0,0.463349541826995,12.8000207344871,5.92593812049457,0,27.0208423721896,27.4886591038797,0.00981961942288326,0,0,0.352710856927617,12.8039251761794,6.05365695398374,0,26.0670419752714,28.3396645716987,0,0,0,0.481405821579631,12.7951105293367,6.10389262436614,0.00196582805431371,26.5613372335671,28.0915314417235,0,0,0,0.398843879098112,0,0,0,0,0,0,0,0,0,0,0,0,546.323,0,0,0,0,0,34.699,0,0,0,0,0,4.227,0,0,0,0,0,2.163,0,0,0,0,0,1.049,0,0,0,0,0,3.34,0,0,0,0,0,0.795,0,0,0,0,0,1.963,0,0,0,0,0,0.138,0,0,0,0,0,0.254,0
"21","Glarus","CHE","ADM1","CH-GL","70761945B11753136967749","Canton",684.990769492684,1.33230798992506,33.3339927452375,0,1.48040137160678,1.38224762333011,3.53031984297656,3.28262693254576,0,32.7916128068721,1.31873390076475,34.6203728084149,0,1.63663022019667,1.33001482852874,1.74848996704107,6.68725086292822,0,24.8081486692379,1.32793609838858,31.5725115898701,0,1.580831221178,1.35049144998156,1.95611239692177,6.38678098683929,0,28.7449390011111,1.34014581223543,34.0317324544086,0,1.58495109868121,1.36653389391019,1.25329280297772,7.99579101850035,0.000399782926958446,26.1728126122535,1.30881598879196,30.493766262002,0,1.61095294160004,1.36760494411161,3.81023348165304,3.55624919844245,0,30.830898305937,1.28513278354269,31.1720655438271,0,1.79758565181422,1.36082727839916,3.92941417252706,3.28899540663445,0,32.6020433452771,0,0,0,0,0,0,0,0,0,0,0,0,0,670.116,0,0,0,0,0,36.888,0,0,0,0,0,6.877,0,0,0,0,0,4.863,0,0,0,0,0,3.692,0,0,0,0,0,3.531,0,0,0,0,0,3.472,0,0,0,0,0,1.529,0,0,0,0,0,0.406,0,0,0,0,0,0.22
"22","Graubünden","CHE","ADM1","CH-GR","70761945B85432491504073","Canton",7102.27601714417,0.30128890075904,27.6015290630823,0,0.689418652749235,0.707230718883773,4.13843485110613,2.5818562069743,0,42.542912652993,0.295314704536604,28.2246905646803,0,0.812019238157495,0.614584400254456,2.45908065183744,5.36262265046344,3.87626123940202e-05,37.3183258664871,0.307533090861027,26.4499603722814,0,0.714708767172663,0.64835261405154,2.57708048438796,5.25734848736037,0.000155481060320181,39.5404560597852,0.295211750568154,27.2470758578181,0,0.730623165063844,0.655762022117464,2.31117314745471,5.51159287969431,3.88085996397211e-05,40.0456557505588,0.289834058827627,24.8253805573314,0,0.728123010084353,0.65970571813806,4.04739449775742,2.02832975335316,0,45.3266728495733,0.294827322827906,25.3940906732437,0,0.752139410701524,0.654199243704605,3.93149021397427,1.81833602660436,3.85973906264279e-05,45.7275411907993,0,0,0,0,0,0,0,0,292.571,461.075,0,435.635,222.358,0,11.219,17.68,0,18.655,11.881,0,1.505,2.371,0,2.957,2.376,0,1.241,1.956,0,2.312,1.742,0,0.522,0.823,0,1.34,1.364,0,0.635,1.001,0,1.324,1.134,0,0.454,0.715,0,1.229,1.296,0,0.363,0.573,0,0.644,0.454,0,0.083,0.131,0,0.173,0.149,0,0.067,0.105,0,0.109,0.068,0
"23","Greater Poland Voivodeship","POL","ADM1","PL-WP","17162690B71775569625336","Unknown",29774.5201927839,0.911264117124164,24.766695253944,0.0124415173114855,53.5567334300855,4.1538945648038,0.0135703273578569,0,0,1.49858381555876,0.925113879516324,24.4250265344812,0.0144603685660757,54.0030938399105,4.27136748105823,0.00746397801557492,0,0,1.26938224828447,0.925895137116892,24.4742414669643,0.0142258108333897,53.5706239879695,4.32387878517241,0.00539880204902443,0,7.99346467995019e-06,1.35569673527951,0.91961418223741,24.655292205231,0.012095307985295,53.027816694449,4.36853248932052,0.00450568916977045,0,1.60964076288941e-05,1.46245574657362,0.928401742574553,24.2375472082768,0.0141772993615693,52.9462616456847,4.58700141798289,0.00382206530213048,0,3.3081349815218e-05,1.34753341164146,0.932585453936806,24.6186723406058,0.0153490525918608,53.0464356809396,4.60198664379439,0.00411931992325303,0,5.75924056183285e-05,1.25381404983402,100.632137059034,0.33798071683861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Győr-Moson-Sopron","HUN","ADM1","HU-GS","22733592B30896182433416","County",4161.85027228433,0.700070230740999,16.7680310150729,1.03770460947665,58.2530337857743,5.88708251359268,0.0072510815165258,0,0,1.56559702614377,0.72933886855567,16.1068100855591,1.06429734196145,59.3977045394826,6.07181514709329,0.00932420065599113,0,0,1.51608153971576,0.732682443874156,15.6443136850408,1.00176758400948,59.0672490614564,6.11735933513746,0.00822145826438936,0,0,1.64979805441914,0.711572731147926,16.9884887665863,0.894334685008179,57.3464990042226,6.17031385873208,0.00420484779380008,0,0,1.66470382530985,0.738536221149472,15.2633433667153,0.615546595242235,59.9176206103212,6.29115728232917,0.00893722286943737,0,0,1.77233832857332,0.75033573251234,17.0548388623498,0.677405922160611,57.2975337653442,6.16461516928048,0.00764182981860463,0,0,2.10732929756228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Hajdú-Bihar","HUN","ADM1","HU-HB","22733592B65065142275382","County",6317.40158809651,0.760039096342723,8.18183874910972,0.153583916855975,62.0913846813168,4.47969898184253,4.25638776354581e-05,0,0,12.363855825536,0.753799694501437,7.59853898956116,0.109605778265893,62.2361182203402,4.42972088192758,0.000425872000560185,0,0,12.7017952582618,0.767286154589535,7.06749862937977,0.186608400604779,63.7138684308815,4.4876703676883,0,0,0,12.2085135813413,0.762227293494544,8.32346816065197,0.14025765272556,62.7032344983574,4.60605558612265,0,0,0,11.7584893867914,0.767023489625676,7.3951236073529,0.0734855839996568,65.1030238575706,4.58360245235609,0.000342323116182074,0,0,10.3075338832936,0.811138639219583,8.58867109653497,0.242564747771513,62.014676604357,4.64115415104158,4.25643447158721e-05,0,0,11.5397790883291,0,0,0,21.466,0,0,0,42.932,5853.685,16237.085,15068.509,3145.671,92489.223,11317.757,368.071,1030.417,967.292,199.974,5888.103,718.159,44.906,125.534,117.637,24.356,716.989,87.494,23.216,64.29,59.54,12.452,366.006,44.814,11.217,31.166,28.983,6.039,177.633,21.723,35.209,99.147,93.741,19.262,567.681,69.097,8.526,23.617,21.876,4.574,134.457,16.464,20.689,58.268,55.105,11.321,333.645,40.607,1.488,4.117,3.806,0.798,23.418,2.869,2.689,7.547,7.107,1.465,43.164,5.26
"26","Hamburg","DEU","ADM1","DE-HH","10402087B45896528657515","Länder",750.983008417593,4.37178647728708,7.57686940789954,0.0704016791697734,14.4431233915512,53.1502441407784,0.0407473501111062,0,0,2.85327938568367,4.42281184173709,7.86753876227191,0.0612835980258325,14.3159477077866,52.4690826149453,0.0277432786063836,0,0,2.8769020011188,4.34471071779598,7.57842076906784,0.100045241574264,13.9437795566029,53.109221033166,0.0264128873863514,0,0,3.14593684028625,4.32552956973127,8.11680483917497,0.0822541616075421,12.6202668985855,52.6218586606875,0.0236148453075512,0,0,3.92121111342435,4.31621484071073,7.53094115061848,0.0879079459536138,13.0034548628026,53.0054501376153,0.0258344429372616,0,0,3.62010138830395,4.30046550639382,7.56753448747984,0.126916282920826,13.9591097004105,52.9484206980987,0.0347241088245003,0.000317904001118747,0,2.97754387197644,0,0,0,0,0,0,0,0,11714.065,0,0,149.134,1411.71,97.078,445.104,0,0,5.667,53.641,3.689,59.817,0,0,0.762,7.21,0.496,49.734,0,0,0.633,5.993,0.412,20.885,0,0,0.266,2.516,0.173,24.778,0,0,0.315,2.987,0.205,18.176,0,0,0.231,2.19,0.151,14.17,0,0,0.18,1.707,0.117,3.327,0,0,0.042,0.401,0.028,2.639,0,0,0.034,0.318,0.022
"27","Hessen","DEU","ADM1","DE-HE","10402087B85226028911536","Länder",21087.9140949203,0.300018395725919,39.6799117164925,0.000191573747362374,33.0439708157867,8.9016964781104,0.0180673777184207,0,0,1.66058542185157,0.314391820898112,38.9500683756337,0.00052041454357162,33.3354340025565,8.78710647984798,0.0171587914627003,0,0,1.92619881269496,0.307427823446883,37.8870964547763,0.000277491164302562,33.1018448627024,8.83684152933806,0.0145645183240358,0,0,2.45456394668486,0.312610245497607,37.1770933487469,0.00105135514839466,33.6500634128593,8.65707867593532,0.0121971632606281,0,0,2.58851186687117,0.295292533198604,37.3224208411526,0.000168269656273327,32.7597658010404,9.02620451405953,0.0128999653588317,0,0,2.53278748035505,0.304660323815835,37.7450565482764,0.000347286476360973,33.0042287668806,8.73917688673396,0.011395665665351,0,0,2.31695789379176,14.2165583823955,0.0674156693047834,0,0,0,0,0,0,25299.07,5112.884,3480.047,7990.257,22665.589,14695.171,1477.211,266.883,192.673,446.601,1314.519,763.316,209.512,33.854,29.716,70.231,202.371,112.053,127.201,21.138,19.483,46.165,128.753,75.064,76.905,9.784,12.642,30.726,85.525,44.291,138.227,22.232,17.646,41.397,124.65,65.46,66.791,7.939,11.381,27.82,76.817,39.29,74.643,12.927,8.98,20.773,63.649,34.487,9.304,1.39,1.492,3.578,9.919,5.53,10.097,1.83,1.257,2.898,8.701,4.973
"28","Heves","HUN","ADM1","HU-HE","22733592B80362656403521","County",3581.11054442536,0.656806575473377,24.4001719395958,0.187753147211744,51.5962692629265,4.88421773577859,0.0339186201780738,0,0,5.26710149281834,0.647701130257474,24.0095290806388,0.192451044855993,52.2363820761274,4.83906161258664,0.0215800175541942,0,0,5.07419910974719,0.682188893488722,23.861681836393,0.181311246472457,52.4920544629919,4.89468880447041,0.0172924029570287,0,0,4.97797023787397,0.682370467979105,23.5546634345885,0.176481314688982,51.7390173716176,4.98340847462505,0.00698162757446051,0,0,5.09656721966003,0.686232936247809,22.8133130848477,0.169325159320612,52.5837275035009,5.02551268124341,0.00419708046262671,0,0,4.71505146897216,0.696585656240903,25.0293654203127,0.172095918470932,51.2795681558578,4.99358189938905,0.0041220549145516,0,0,4.36597219755463,57.2405284383598,1.59840163896908,0,0,0,0,0,0,9376.282,9353.118,41393.581,3742.852,13148.904,2241.619,568.1,565.29,2551.907,227.168,807.844,136.423,78.191,81.178,327.667,32.587,109.794,19.194,45.418,48.456,179.23,19.385,62.617,11.266,26.919,30.401,95.49,12.176,36.732,6.909,54.235,54.353,243.189,21.901,77.665,13.124,22.954,26.516,77.199,10.612,31.05,5.963,29.832,29.118,139.184,11.741,43.034,7.122,3.264,3.591,12.13,1.437,4.461,0.823,3.962,3.884,18.276,1.564,5.679,0.945
"29","Hlavní město Praha","CZE","ADM1","CZ-10","73172107B16313596965023","regions",495.687107374806,0.621704918041491,8.85320265842375,0,24.1010128802257,45.9846062526787,0.0213234162644344,0,0,1.22056550813193,0.619977066502557,8.78995479163571,0,24.0580748535911,45.7035257175134,0.0275673450810598,0,0,1.58995404917155,0.632246315749781,9.23559510723026,0,23.117214602403,45.9249870853766,0.00935730330762969,0,0,1.53239421541153,0.628390934839046,9.32933052004963,0,23.3634542232068,45.2002907783981,0.0171386012934731,0,0,1.39842247063662,0.618274008111981,8.99901253093512,0,23.7317836535903,45.9281345620228,0.0306887223117455,0,0,1.31076509100169,0.634591844816472,9.73528776865043,0,22.7484230510627,45.8079554741795,0.0270479727985011,0,0,1.54103578121257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Jász-Nagykun-Szolnok","HUN","ADM1","HU-JN","22733592B98149210561707","County",5696.39235942357,1.21707044651388,4.22778672321141,0.313547219062225,77.1865486907776,4.1223442372643,0.000190984755450643,0,0,2.71904569366907,1.23436999517342,3.88643545715947,0.310518220603337,77.3725111681057,4.09385975664722,0.00012099976497553,0,0,2.7648891894407,1.27606229783454,3.40883262059412,0.360400998757478,78.5066809505631,4.13147137164612,0,0,0,2.48406899191012,1.25898106014871,4.01527821478972,0.313936775984932,77.7794446110286,4.22068092251218,4.77459483298704e-05,0,0,2.36316174343761,1.26354296995678,3.36633017552641,0.301676696879189,78.9909782012964,4.25317796893522,0,0,0,2.02642856243844,1.21471712181305,4.32495256515338,0.319158756910586,77.3564831766507,4.2528481515202,0,0,0,2.20474608123201,0,0,0,150.261,450.783,0,965.963,0,386.143,4358.083,4663.259,2043.175,16161.191,6828.666,24.463,280.129,296.603,131.253,1035.836,439.16,2.981,34.061,36.123,15.96,126.002,53.393,1.529,17.217,18.458,8.072,63.877,26.974,0.741,8.385,8.954,3.93,31.076,13.139,2.351,27.17,28.58,12.726,100.288,42.607,0.562,6.325,6.781,2.966,23.468,9.91,1.381,15.973,16.796,7.48,58.952,25.048,0.098,1.101,1.181,0.516,4.083,1.724,0.179,2.06,2.174,0.965,7.608,3.229
